sport,event,year,athlete_id,country_id,bronze,silver,gold
Cycling,Singles,2008,954,27,1,0,1
Tennis,All Around,2016,611,24,1,0,0
Weightlifting,Doubles,2016,148,25,0,1,1
Weightlifting,400m,2024,828,49,1,0,0
Swimming,All Around,2008,367,8,0,1,0
Gymnastics,100m,2016,553,42,0,1,0
Gymnastics,Relay,2008,701,50,0,0,0
Cycling,Doubles,2020,952,15,1,1,1
Swimming,Butterfly,2024,911,2,1,1,0
Swimming,Butterfly,2020,353,42,0,0,1
Tennis,Singles,2016,331,50,0,1,0
Gymnastics,Singles,2012,249,31,0,0,1
Rowing,Final,2020,908,36,1,1,1
Boxing,Relay,2004,120,38,0,1,0
Boxing,Freestyle,2012,927,10,0,1,0
Tennis,Butterfly,2012,994,9,1,1,0
Tennis,Singles,2016,564,34,1,1,0
Gymnastics,100m,2008,740,38,0,0,0
Cycling,200m,2016,36,6,1,1,1
Cycling,Doubles,2020,678,9,1,1,0
Shooting,All Around,2008,847,45,0,1,0
Rowing,Doubles,2012,817,27,0,0,1
Weightlifting,Butterfly,2012,308,8,1,0,0
Cycling,400m,2020,571,33,0,1,0
Swimming,Freestyle,2004,719,3,0,1,1
Boxing,200m,2008,962,2,0,0,0
Athletics,All Around,2012,305,24,1,0,1
Rowing,Singles,2016,635,9,0,0,1
Wrestling,Butterfly,2008,896,30,1,0,0
Boxing,400m,2016,698,44,1,1,1
Gymnastics,100m,2008,889,47,1,0,1
Shooting,Freestyle,2012,753,35,0,0,0
Weightlifting,Freestyle,2020,976,32,0,0,0
Wrestling,Singles,2024,660,1,1,0,0
Rowing,Freestyle,2016,609,10,0,0,1
Tennis,200m,2012,760,43,1,0,1
Swimming,200m,2012,46,47,0,1,1
Weightlifting,All Around,2024,136,2,0,1,0
Weightlifting,400m,2004,123,36,0,1,0
Cycling,Relay,2024,153,37,1,0,1
Weightlifting,Relay,2016,600,22,0,0,1
Shooting,Freestyle,2012,831,8,0,1,0
Weightlifting,All Around,2004,290,39,0,0,1
Boxing,All Around,2012,713,8,1,0,1
Shooting,All Around,2008,597,27,0,1,0
Boxing,Doubles,2004,530,35,0,0,0
Rowing,Doubles,2016,746,29,0,1,1
Tennis,400m,2012,305,13,1,0,1
Rowing,Doubles,2016,532,32,0,1,1
Tennis,200m,2012,926,26,1,0,0
Gymnastics,Doubles,2020,49,49,0,1,0
Rowing,400m,2012,483,38,1,0,0
Swimming,Doubles,2012,10,39,0,1,1
Tennis,Relay,2016,426,9,1,0,1
Wrestling,400m,2008,375,17,0,0,0
Wrestling,Doubles,2008,55,39,0,1,0
Athletics,Freestyle,2008,478,16,0,0,1
Gymnastics,400m,2016,319,5,1,1,1
Wrestling,Doubles,2004,900,1,0,1,0
Weightlifting,Relay,2008,338,40,1,1,1
Gymnastics,400m,2020,552,41,0,1,1
Wrestling,All Around,2016,817,6,1,0,0
Gymnastics,400m,2016,788,11,1,1,0
Wrestling,Freestyle,2004,44,47,0,0,0
Weightlifting,100m,2024,995,41,0,1,1
Tennis,Butterfly,2004,886,42,1,1,0
Tennis,Singles,2016,256,48,1,1,1
Swimming,Final,2008,657,16,0,1,1
Weightlifting,400m,2024,723,48,0,1,1
Boxing,Final,2020,231,40,0,1,0
Weightlifting,Butterfly,2020,20,18,1,0,0
Boxing,400m,2020,481,36,0,1,1
Cycling,Relay,2020,101,15,0,0,1
Cycling,Final,2012,255,41,0,0,0
Cycling,Butterfly,2012,104,12,0,1,1
Rowing,100m,2024,584,35,1,0,1
Gymnastics,100m,2008,236,23,0,1,0
Wrestling,100m,2008,255,9,1,0,0
Tennis,200m,2012,970,23,1,1,0
Weightlifting,Final,2024,716,4,1,0,0
Rowing,Freestyle,2016,313,5,0,0,1
Boxing,200m,2008,329,15,0,1,0
Weightlifting,200m,2008,843,47,1,0,1
Cycling,Final,2020,985,17,0,1,0
Boxing,All Around,2012,367,32,0,1,1
Cycling,400m,2020,647,42,0,1,1
Cycling,100m,2016,124,48,1,0,0
Shooting,Freestyle,2024,443,16,1,0,0
Swimming,All Around,2016,963,5,1,0,1
Gymnastics,100m,2012,622,36,1,1,1
Weightlifting,All Around,2016,899,5,1,0,0
Wrestling,100m,2020,44,48,0,0,0
Athletics,Final,2016,751,7,0,0,0
Tennis,Singles,2020,513,36,0,0,0
Rowing,Butterfly,2024,118,25,0,0,1
Shooting,All Around,2024,549,47,1,0,1
Wrestling,Doubles,2004,359,41,0,1,1
Wrestling,Singles,2020,777,11,1,1,0
Shooting,100m,2004,491,10,1,0,0
Shooting,200m,2024,685,19,1,0,0
Tennis,Relay,2012,431,19,0,1,0
Swimming,Singles,2008,51,50,1,1,1
Athletics,Final,2012,291,39,0,1,1
Athletics,Final,2016,493,17,0,1,1
Shooting,Singles,2024,428,29,1,0,1
Tennis,200m,2004,436,20,1,1,0
Boxing,Doubles,2012,841,26,0,1,0
Athletics,Singles,2004,939,41,1,0,0
Swimming,100m,2008,358,34,1,1,1
Cycling,Relay,2016,721,31,1,0,0
Cycling,200m,2016,508,45,1,0,0
Wrestling,200m,2012,290,36,1,0,0
Athletics,400m,2012,681,4,0,1,1
Boxing,Freestyle,2004,674,4,1,1,0
Shooting,100m,2024,578,38,0,1,1
Tennis,Relay,2020,523,31,0,1,1
Athletics,Butterfly,2008,14,13,1,0,0
Swimming,100m,2004,595,6,1,0,1
Gymnastics,Doubles,2012,634,15,0,1,1
Athletics,All Around,2020,580,42,1,1,1
Wrestling,Butterfly,2008,525,40,1,0,1
Athletics,Singles,2020,818,25,0,0,1
Gymnastics,All Around,2012,648,26,0,0,0
Gymnastics,Relay,2004,133,15,1,0,1
Wrestling,All Around,2016,874,7,0,1,0
Boxing,Singles,2020,755,3,1,0,0
Shooting,100m,2012,72,27,1,1,0
Shooting,200m,2008,223,38,0,1,1
Rowing,All Around,2024,629,3,1,0,1
Athletics,Freestyle,2008,486,26,1,1,1
Rowing,400m,2004,149,11,1,0,1
Shooting,Singles,2016,196,47,0,0,1
Cycling,All Around,2004,308,24,0,0,0
Athletics,Singles,2004,713,10,1,1,0
Rowing,200m,2020,781,16,1,0,1
Athletics,100m,2012,466,6,0,0,0
Boxing,Butterfly,2024,693,39,0,1,1
Wrestling,Singles,2020,686,50,0,1,0
Swimming,Relay,2012,81,18,0,0,0
Shooting,200m,2004,967,36,0,1,0
Boxing,200m,2024,721,15,0,1,0
Tennis,Doubles,2024,3,20,1,1,0
Shooting,Freestyle,2016,2,37,1,0,1
Tennis,200m,2012,677,33,1,0,0
Swimming,Relay,2004,269,23,1,1,1
Tennis,400m,2008,469,21,1,1,0
Tennis,Final,2004,228,14,1,1,1
Weightlifting,Doubles,2020,944,34,1,0,0
Cycling,Doubles,2004,726,15,1,1,0
Gymnastics,Butterfly,2012,73,1,1,0,0
Gymnastics,Butterfly,2016,360,15,0,0,1
Tennis,Butterfly,2008,90,44,0,0,0
Shooting,Doubles,2016,660,22,1,1,0
Gymnastics,Freestyle,2008,406,3,1,1,0
Swimming,Final,2016,298,34,1,1,1
Shooting,Butterfly,2024,652,38,1,1,0
Tennis,100m,2024,253,26,0,0,0
Tennis,All Around,2004,772,5,1,1,0
Tennis,Freestyle,2020,930,20,0,0,0
Tennis,Singles,2004,114,5,1,0,1
Swimming,100m,2012,631,2,0,0,1
Rowing,Final,2004,968,23,1,1,1
Rowing,Relay,2008,239,43,1,1,1
Boxing,400m,2008,582,7,1,0,0
Cycling,Freestyle,2008,929,1,0,1,0
Wrestling,Butterfly,2012,220,47,1,0,1
Tennis,Relay,2004,466,14,1,1,0
Rowing,Singles,2016,735,47,0,0,1
Shooting,Butterfly,2012,994,43,0,0,1
Wrestling,Singles,2016,680,6,1,0,0
Rowing,Doubles,2008,811,8,1,1,1
Swimming,Butterfly,2004,375,24,0,1,0
Boxing,All Around,2020,129,8,0,1,0
Boxing,100m,2016,715,38,0,1,1
Wrestling,Final,2016,214,38,1,0,0
Rowing,Freestyle,2012,498,1,0,0,1
Gymnastics,All Around,2024,861,7,1,1,0
Boxing,Freestyle,2008,619,42,0,1,0
Weightlifting,400m,2016,55,1,0,0,0
Swimming,200m,2012,435,5,1,0,1
Cycling,Singles,2012,807,17,0,0,0
Cycling,100m,2004,689,48,0,0,1
Wrestling,Doubles,2020,53,49,1,1,0
Cycling,Relay,2004,63,17,1,0,1
Tennis,Relay,2024,423,24,1,1,0
Weightlifting,400m,2008,74,50,0,0,0
Wrestling,Relay,2004,539,47,1,1,0
Tennis,Butterfly,2004,654,41,0,0,0
Cycling,Butterfly,2012,783,8,1,0,1
Shooting,Relay,2012,935,41,0,1,1
Wrestling,Final,2004,857,16,0,0,0
Weightlifting,Relay,2024,184,22,0,0,1
Tennis,200m,2008,390,39,0,1,1
Weightlifting,Doubles,2020,329,11,0,1,0
Weightlifting,Butterfly,2012,265,20,1,0,1
Shooting,Butterfly,2020,116,8,0,1,0
Cycling,100m,2016,264,2,0,1,1
Tennis,200m,2012,325,45,1,0,1
Gymnastics,All Around,2020,491,40,0,0,1
Weightlifting,200m,2024,156,2,1,1,0
Tennis,400m,2004,423,12,1,1,0
Cycling,400m,2008,332,33,1,0,0
Gymnastics,Doubles,2012,353,43,1,1,0
Tennis,Doubles,2008,617,23,1,1,1
Athletics,Doubles,2024,836,10,1,1,1
Athletics,200m,2004,491,44,0,1,1
Swimming,Relay,2024,541,28,0,1,1
Tennis,Butterfly,2004,106,11,1,1,0
Cycling,Relay,2004,816,1,0,1,1
Cycling,100m,2024,971,33,0,0,1
Shooting,400m,2020,478,15,0,0,0
Tennis,Singles,2020,208,6,0,1,0
Wrestling,Freestyle,2012,558,23,0,0,0
Tennis,400m,2004,66,40,1,0,1
Gymnastics,Singles,2016,260,44,0,1,0
Tennis,Doubles,2024,441,49,0,1,1
Athletics,400m,2020,749,47,1,1,1
Athletics,100m,2004,980,24,0,0,0
Weightlifting,Final,2024,551,50,1,0,0
Wrestling,400m,2008,707,4,0,0,1
Swimming,All Around,2008,133,16,1,0,0
Shooting,Relay,2004,723,13,1,0,1
Cycling,All Around,2012,827,14,0,1,0
Shooting,100m,2020,115,27,1,0,0
Wrestling,Butterfly,2020,395,36,1,1,0
Cycling,Relay,2004,261,24,1,1,0
Swimming,Butterfly,2004,447,26,1,1,0
Swimming,Singles,2012,298,48,1,0,0
Boxing,200m,2016,417,20,0,1,0
Shooting,100m,2020,133,19,0,0,1
Swimming,Freestyle,2004,670,40,1,1,0
Cycling,200m,2012,857,11,1,1,0
Cycling,400m,2008,677,36,0,1,0
Tennis,All Around,2024,312,16,1,1,0
Rowing,All Around,2016,179,22,0,1,0
Athletics,200m,2004,937,22,0,1,1
Shooting,Butterfly,2008,475,29,0,1,0
Cycling,200m,2016,283,35,0,0,0
Rowing,Freestyle,2020,913,33,0,1,0
Shooting,Butterfly,2004,819,20,0,0,0
Boxing,Freestyle,2024,787,19,1,0,0
Boxing,Freestyle,2020,417,29,1,1,1
Weightlifting,Doubles,2004,110,44,0,1,0
Swimming,Final,2012,479,27,0,1,1
Boxing,200m,2004,399,1,1,1,0
Athletics,Freestyle,2024,951,11,0,0,0
Cycling,Butterfly,2024,535,39,1,0,0
Shooting,Relay,2012,470,28,0,0,0
Swimming,All Around,2012,400,7,0,0,1
Weightlifting,Doubles,2008,478,7,1,1,0
Cycling,Relay,2020,694,32,1,0,1
Shooting,Doubles,2020,407,33,0,1,0
Weightlifting,All Around,2016,714,16,0,0,0
Tennis,Relay,2016,602,19,1,1,1
Tennis,Final,2012,284,8,0,1,1
Weightlifting,400m,2024,437,9,1,1,1
Cycling,Final,2016,851,23,0,1,0
Rowing,Relay,2012,594,42,0,1,0
Tennis,Doubles,2024,802,37,1,1,1
Tennis,Singles,2008,945,44,1,1,1
Shooting,200m,2016,489,34,1,0,1
Swimming,All Around,2024,216,4,1,0,1
Tennis,Butterfly,2004,902,44,0,1,0
Swimming,All Around,2020,548,14,1,0,0
Cycling,Relay,2024,729,33,1,1,0
Cycling,Relay,2016,596,38,1,0,1
Swimming,400m,2008,90,49,0,1,1
Cycling,400m,2016,244,21,1,0,1
Weightlifting,All Around,2008,269,39,0,0,0
Gymnastics,Relay,2012,494,32,0,1,1
Weightlifting,Freestyle,2004,600,16,1,1,1
Boxing,All Around,2004,936,10,0,0,1
Athletics,All Around,2012,76,13,1,1,1
Boxing,Doubles,2012,819,31,1,0,0
Athletics,Singles,2020,256,43,0,0,1
Swimming,Butterfly,2012,31,29,1,0,0
Gymnastics,400m,2020,665,16,0,1,1
Rowing,Final,2016,571,45,1,0,0
Rowing,Freestyle,2012,332,22,1,0,0
Wrestling,Relay,2024,341,28,0,1,1
Tennis,Singles,2020,822,44,1,0,0
Gymnastics,All Around,2016,879,13,0,1,1
Swimming,100m,2020,183,45,0,1,1
Gymnastics,Butterfly,2020,18,12,0,0,0
Weightlifting,All Around,2012,972,22,0,1,0
Tennis,Doubles,2004,443,42,1,0,0
Boxing,200m,2008,40,4,0,0,1
Rowing,Doubles,2004,469,28,1,0,0
Wrestling,400m,2024,76,36,0,0,0
Weightlifting,200m,2024,611,11,1,0,0
Swimming,Freestyle,2008,26,31,0,0,0
Wrestling,100m,2004,920,36,0,0,0
Tennis,All Around,2024,287,12,1,0,1
Rowing,Doubles,2020,332,32,1,0,0
Swimming,Butterfly,2008,155,11,0,0,0
Wrestling,Doubles,2020,55,19,1,1,1
Boxing,Singles,2020,332,9,1,1,1
Swimming,Doubles,2016,839,45,0,1,1
Tennis,400m,2024,643,17,1,0,1
Tennis,Relay,2016,564,30,1,1,1
Shooting,Singles,2012,15,29,0,1,1
Boxing,All Around,2016,470,50,0,1,0
Gymnastics,Doubles,2020,513,39,1,0,1
Gymnastics,Butterfly,2020,63,39,0,0,1
Athletics,Butterfly,2012,123,29,0,0,1
Cycling,All Around,2004,661,34,1,0,1
Wrestling,Butterfly,2020,528,1,0,0,1
Wrestling,Final,2016,993,37,1,0,0
Tennis,Doubles,2020,196,8,0,1,0
Shooting,Freestyle,2008,383,44,1,0,1
Swimming,200m,2020,619,6,1,0,1
Swimming,200m,2016,2,45,1,1,0
Boxing,400m,2004,492,30,0,0,1
Rowing,100m,2012,232,15,1,1,1
Weightlifting,Butterfly,2016,717,10,1,1,0
Swimming,Freestyle,2004,94,3,0,0,1
Swimming,200m,2016,569,48,1,0,0
Swimming,Freestyle,2004,153,23,1,1,0
Cycling,Doubles,2008,34,6,0,0,1
Boxing,Doubles,2020,485,18,1,1,0
Weightlifting,Butterfly,2012,610,48,1,1,1
Gymnastics,Freestyle,2008,393,43,1,0,0
Rowing,200m,2016,292,8,1,0,1
Rowing,100m,2024,872,24,0,0,0
Tennis,Doubles,2008,890,29,1,1,1
Wrestling,Singles,2004,762,44,1,0,1
Boxing,All Around,2004,828,30,1,0,1
Shooting,Final,2020,741,26,0,1,1
Weightlifting,Doubles,2004,528,4,0,1,1
Gymnastics,Final,2024,47,44,1,1,1
Rowing,Freestyle,2004,579,40,1,0,0
Rowing,Freestyle,2008,325,10,1,0,0
Athletics,200m,2024,986,4,1,0,1
Wrestling,Butterfly,2020,625,36,1,0,0
Athletics,Relay,2012,847,37,1,0,0
Swimming,All Around,2024,712,13,1,0,0
Gymnastics,400m,2024,880,27,1,0,1
Weightlifting,All Around,2024,955,9,0,1,1
Rowing,Singles,2008,843,37,1,0,0
Athletics,Final,2016,996,44,1,1,1
Rowing,Butterfly,2004,302,12,0,1,0
Tennis,Singles,2012,699,31,0,0,1
Wrestling,200m,2016,188,32,1,0,1
Boxing,400m,2020,853,12,1,1,1
Weightlifting,Singles,2020,665,40,1,1,1
Boxing,Final,2012,338,33,1,1,1
Athletics,Relay,2012,5,8,0,0,1
Swimming,Freestyle,2020,446,12,1,1,0
Weightlifting,Relay,2012,386,16,0,0,0
Rowing,Singles,2012,807,19,1,0,1
Boxing,Butterfly,2004,944,5,1,1,1
Gymnastics,400m,2024,944,16,0,1,0
Wrestling,Freestyle,2020,259,34,0,1,0
Athletics,Butterfly,2004,135,46,0,1,1
Cycling,Relay,2004,219,29,0,1,0
Shooting,Butterfly,2024,665,11,1,1,1
Boxing,Butterfly,2008,883,5,0,0,0
Cycling,Singles,2024,15,32,0,1,0
Wrestling,Butterfly,2004,327,45,1,1,1
Shooting,Butterfly,2016,238,23,1,1,1
Athletics,Singles,2004,170,41,0,1,0
Athletics,400m,2024,536,46,1,1,0
Boxing,Doubles,2012,400,38,1,0,0
Shooting,Final,2016,905,3,1,0,0
Cycling,200m,2024,226,44,0,1,0
Gymnastics,Relay,2024,164,2,0,1,1
Shooting,Butterfly,2012,130,29,1,1,0
Wrestling,Singles,2024,680,50,1,0,1
Gymnastics,Singles,2016,757,25,0,0,0
Swimming,Singles,2016,460,36,0,1,1
Athletics,100m,2016,187,43,0,0,1
Boxing,Freestyle,2016,249,22,1,0,0
Gymnastics,All Around,2016,660,46,0,0,1
Boxing,Relay,2012,544,23,1,0,0
Gymnastics,All Around,2008,764,41,0,0,1
Tennis,100m,2012,727,11,1,0,0
Boxing,Freestyle,2012,298,27,0,1,1
Swimming,Final,2004,107,27,1,0,1
Weightlifting,Butterfly,2024,804,19,1,1,0
Shooting,Butterfly,2012,390,39,0,1,1
Shooting,Final,2024,688,28,1,0,0
Gymnastics,400m,2020,869,5,0,1,1
Boxing,Singles,2016,941,45,1,0,0
Wrestling,400m,2008,694,40,1,1,1
Gymnastics,Butterfly,2012,33,32,1,0,1
Cycling,100m,2004,132,46,0,0,0
Weightlifting,Singles,2004,711,8,0,1,0
Wrestling,400m,2020,230,16,1,1,0
Boxing,Singles,2004,40,35,0,0,1
Cycling,Relay,2016,287,13,1,1,1
Swimming,400m,2024,672,29,1,0,1
Athletics,Freestyle,2016,375,39,1,1,1
Weightlifting,Final,2012,984,32,1,1,1
Boxing,100m,2012,332,42,0,1,0
Weightlifting,200m,2016,118,20,1,1,0
Shooting,Relay,2020,354,11,1,0,1
Gymnastics,100m,2016,916,43,0,0,1
Boxing,200m,2004,625,41,0,0,1
Boxing,All Around,2012,728,19,1,0,0
Cycling,100m,2024,139,31,1,1,1
Cycling,100m,2020,749,50,0,1,0
Cycling,Freestyle,2024,879,16,0,0,0
Rowing,Final,2004,755,45,0,0,1
Cycling,Final,2024,856,2,1,0,0
Athletics,Singles,2004,371,46,0,1,1
Weightlifting,Freestyle,2020,582,4,0,1,1
Weightlifting,Final,2004,140,42,0,0,1
Rowing,Butterfly,2004,89,36,0,0,0
Rowing,Relay,2012,821,33,1,1,0
Cycling,Relay,2020,786,44,1,0,1
Wrestling,Singles,2016,90,12,1,0,1
Gymnastics,200m,2004,155,2,0,0,0
Shooting,200m,2008,41,6,1,1,0
Gymnastics,Doubles,2020,974,39,0,0,1
Wrestling,Final,2012,162,13,0,0,0
Shooting,400m,2004,687,14,0,1,1
Shooting,Relay,2004,453,10,0,1,1
Tennis,100m,2012,998,46,0,1,0
Swimming,Relay,2024,562,37,0,0,1
Rowing,100m,2012,833,2,0,0,0
Gymnastics,100m,2008,279,17,1,1,0
Tennis,200m,2012,916,34,1,1,1
Swimming,All Around,2016,356,49,0,1,1
Gymnastics,Relay,2004,846,25,0,0,1
Swimming,Relay,2024,510,42,0,0,0
Boxing,All Around,2004,978,13,1,0,0
Wrestling,Butterfly,2016,24,1,1,1,1
Weightlifting,Butterfly,2016,703,39,0,0,0
Cycling,All Around,2004,30,32,0,1,0
Swimming,Doubles,2016,888,5,1,0,1
Cycling,Relay,2008,222,20,0,0,1
Boxing,Singles,2016,301,19,0,0,0
Tennis,Freestyle,2020,750,1,1,0,0
Shooting,Freestyle,2020,859,45,0,1,1
Rowing,Freestyle,2012,892,8,0,0,1
Swimming,Relay,2012,532,11,0,1,1
Shooting,Singles,2008,561,46,1,0,1
Weightlifting,Relay,2008,976,16,0,0,1
Cycling,Butterfly,2012,450,24,1,1,1
Rowing,Singles,2016,756,31,1,0,1
Cycling,All Around,2004,134,3,1,0,0
Tennis,Freestyle,2012,912,11,1,1,1
Swimming,200m,2012,367,33,1,0,0
Athletics,Final,2012,819,6,1,1,0
Shooting,200m,2024,320,46,0,1,0
Athletics,Butterfly,2020,391,8,0,1,1
Swimming,Relay,2016,78,6,0,1,0
Boxing,Freestyle,2012,727,41,1,1,1
Rowing,400m,2024,408,33,0,1,1
Cycling,All Around,2016,92,18,0,0,1
Rowing,Freestyle,2012,347,37,1,1,1
Swimming,100m,2008,8,6,0,1,0
Gymnastics,All Around,2008,980,15,1,1,1
Gymnastics,200m,2024,878,47,1,0,1
Shooting,Relay,2020,377,43,0,1,1
Swimming,Doubles,2008,265,2,0,1,1
Swimming,Singles,2004,72,13,1,1,0
Cycling,Final,2020,644,17,1,0,1
Tennis,100m,2004,708,27,0,1,1
Weightlifting,Freestyle,2024,128,20,0,1,1
Rowing,Doubles,2024,397,28,1,1,0
Athletics,All Around,2024,715,23,1,0,1
Boxing,400m,2020,8,1,0,1,0
Tennis,Relay,2012,314,30,1,1,0
Cycling,Freestyle,2024,121,27,0,0,0
Wrestling,Final,2024,527,39,1,0,0
Swimming,200m,2016,14,30,0,0,1
Boxing,All Around,2016,975,5,0,0,1
Weightlifting,Final,2020,289,6,1,0,0
Boxing,Freestyle,2008,807,35,0,0,1
Gymnastics,Singles,2016,731,23,1,1,0
Cycling,100m,2008,425,21,1,1,1
Tennis,200m,2004,350,34,0,0,1
Swimming,Singles,2020,285,5,0,1,0
Athletics,Butterfly,2004,78,20,1,1,1
Wrestling,200m,2004,597,33,0,0,1
Boxing,Final,2008,750,50,1,1,0
Shooting,Singles,2024,784,22,0,0,1
Tennis,Final,2020,691,47,1,1,0
Swimming,All Around,2020,574,8,0,1,0
Gymnastics,Freestyle,2004,161,6,0,0,0
Wrestling,All Around,2020,995,38,0,1,1
Wrestling,100m,2008,555,28,1,0,0
Weightlifting,Freestyle,2016,65,27,1,1,0
Athletics,100m,2004,194,44,1,0,0
Tennis,100m,2008,500,34,0,1,1
Weightlifting,Relay,2008,38,32,0,0,1
Shooting,Final,2020,159,44,1,1,1
Shooting,All Around,2016,957,44,0,1,1
Swimming,All Around,2012,690,18,1,1,1
Tennis,400m,2016,483,26,1,1,0
Weightlifting,Singles,2008,515,7,1,1,1
Tennis,Doubles,2012,4,3,0,1,1
Gymnastics,400m,2004,191,28,0,1,0
Swimming,Relay,2008,866,48,1,1,1
Gymnastics,Freestyle,2016,229,16,0,0,1
Rowing,100m,2024,391,15,1,0,1
Shooting,Freestyle,2008,663,10,1,1,1
Tennis,Freestyle,2004,129,22,0,1,0
Swimming,Freestyle,2008,410,47,1,0,0
Gymnastics,All Around,2016,237,14,1,0,0
Shooting,Freestyle,2024,410,11,0,1,0
Cycling,All Around,2024,181,12,1,0,0
Swimming,Relay,2008,735,31,0,0,1
Gymnastics,Relay,2012,959,3,0,1,0
Rowing,Relay,2008,239,49,0,0,0
Shooting,Final,2012,409,41,0,0,1
Tennis,Singles,2024,945,1,1,1,0
Tennis,200m,2020,537,46,1,0,1
Wrestling,Doubles,2024,395,35,0,1,1
Boxing,Freestyle,2012,310,47,0,0,1
Tennis,Singles,2008,475,40,0,1,1
Swimming,Freestyle,2008,731,10,1,0,1
Shooting,Singles,2012,632,14,1,0,0
Weightlifting,100m,2008,618,30,1,0,0
Athletics,Freestyle,2004,244,11,0,1,1
Boxing,Freestyle,2004,698,44,0,0,1
Swimming,Butterfly,2016,445,48,1,0,1
Tennis,Relay,2012,507,27,1,0,1
Weightlifting,Doubles,2024,545,28,0,0,1
Weightlifting,200m,2024,1,15,1,0,1
Gymnastics,All Around,2016,173,10,0,1,1
Weightlifting,Butterfly,2008,930,44,1,1,0
Weightlifting,Butterfly,2008,611,39,1,1,1
Swimming,Relay,2020,577,23,1,1,1
Boxing,Butterfly,2024,669,24,0,0,1
Swimming,Singles,2016,223,3,0,0,0
Swimming,400m,2024,827,30,0,1,1
Cycling,400m,2012,754,25,1,0,0
Gymnastics,Relay,2012,941,33,1,1,0
Weightlifting,200m,2016,684,26,0,0,0
Swimming,Doubles,2004,310,36,1,1,0
Tennis,Relay,2024,158,27,1,1,1
Shooting,Doubles,2024,708,13,1,1,1
Rowing,200m,2016,442,4,0,0,1
Athletics,Butterfly,2012,938,50,1,0,0
Rowing,Freestyle,2016,835,16,1,1,1
Weightlifting,Final,2012,937,32,0,0,1
Shooting,100m,2024,790,46,1,0,0
Boxing,Butterfly,2016,354,6,0,1,1
Tennis,All Around,2004,608,34,0,1,1
Cycling,Final,2012,45,39,1,1,0
Shooting,100m,2016,162,48,1,0,0
Cycling,100m,2020,882,37,1,1,1
Weightlifting,400m,2012,953,15,1,0,1
Rowing,Singles,2016,610,22,0,0,0
Athletics,Freestyle,2016,33,16,1,0,0
Shooting,Singles,2004,215,22,1,1,1
Wrestling,Butterfly,2004,927,20,0,0,1
Wrestling,Final,2016,283,30,1,0,0
Wrestling,200m,2008,182,8,1,0,0
Weightlifting,Butterfly,2024,321,23,1,0,0
Swimming,Final,2004,322,34,0,0,0
Boxing,400m,2020,426,46,1,0,0
Cycling,Singles,2012,324,48,0,0,0
Weightlifting,Freestyle,2016,198,34,0,0,0
Athletics,400m,2012,831,23,1,0,0
Boxing,Singles,2004,395,48,0,1,0
Cycling,Butterfly,2024,804,47,1,0,1
Boxing,200m,2020,98,43,0,1,1
Athletics,Singles,2016,815,43,1,0,1
Swimming,Singles,2004,658,20,0,0,0
Shooting,Freestyle,2004,503,45,0,1,0
Gymnastics,Doubles,2008,213,9,0,0,1
Weightlifting,Freestyle,2008,985,9,0,1,0
Swimming,Relay,2016,894,44,0,1,1
Boxing,Singles,2020,358,25,0,1,1
Shooting,100m,2016,410,7,0,0,1
Gymnastics,100m,2024,236,4,1,1,0
Wrestling,Freestyle,2016,690,6,0,0,0
Shooting,Butterfly,2004,852,42,0,0,0
Gymnastics,Relay,2024,630,39,0,0,0
Gymnastics,Freestyle,2012,598,48,1,0,0
Wrestling,400m,2008,118,19,1,1,0
Swimming,Doubles,2024,397,41,0,1,0
Rowing,Freestyle,2004,353,11,0,0,0
Swimming,Relay,2016,7,34,0,1,1
Athletics,Singles,2004,260,17,1,0,0
Weightlifting,All Around,2004,263,3,0,1,1
Weightlifting,Freestyle,2012,288,37,1,0,1
Swimming,Doubles,2024,832,48,1,0,1
Gymnastics,All Around,2012,349,26,1,0,1
Weightlifting,100m,2016,265,10,1,0,1
Gymnastics,Doubles,2024,17,19,1,1,1
Wrestling,400m,2012,869,13,1,1,1
Wrestling,Doubles,2004,900,39,1,0,0
Athletics,Butterfly,2012,508,9,1,0,1
Rowing,Butterfly,2020,328,38,0,0,1
Gymnastics,Doubles,2016,981,25,0,0,1
Wrestling,400m,2024,554,26,1,0,0
Rowing,Doubles,2020,131,18,1,1,1
Swimming,200m,2016,379,25,0,1,1
Rowing,100m,2008,65,24,1,0,0
Athletics,400m,2012,152,18,0,0,1
Gymnastics,Freestyle,2024,400,3,0,1,1
Weightlifting,Butterfly,2004,464,12,0,1,0
Boxing,400m,2004,641,24,0,1,0
Athletics,Relay,2024,122,33,1,1,1
Swimming,Freestyle,2020,984,40,0,1,0
Cycling,400m,2008,744,46,0,0,0
Gymnastics,Doubles,2012,939,17,0,0,1
Athletics,Final,2004,827,35,1,0,1
Cycling,All Around,2016,606,49,0,1,0
Gymnastics,200m,2004,438,34,0,0,0
Cycling,All Around,2020,963,37,0,0,0
Swimming,Doubles,2016,155,20,0,1,1
Tennis,Singles,2020,773,28,0,1,1
Shooting,All Around,2016,996,19,1,0,1
Cycling,Final,2020,536,35,0,0,1
Gymnastics,Freestyle,2012,303,48,0,0,1
Cycling,Freestyle,2004,70,30,0,0,1
Swimming,Relay,2012,345,24,0,0,1
Gymnastics,100m,2012,452,26,1,1,1
Wrestling,100m,2020,132,35,1,1,1
Shooting,All Around,2004,741,43,0,0,1
